"","datacollection","condition","tipper_diresppers","tipper_gdmorlcons_re","tipper_closefrend_re","tipper_goodpers_re","tipper_personjudg","pltclideo","gender","yearbirth","countrybir","engexp","ethnicity","parented","beforeres","beforethes","citytown","postalcode","honest_A","faminc","mturkhowm"
"1816",9,1,1,2,3,2,2,4,2,1980,187,34,1,4,"1",2,"Redmond","97756",1,"24,000",""
"1817",9,1,1,1,4,2,2,4,2,1979,187,35,1,5,"18",2,"Linwood","48634",1,"24000",""
"1818",9,1,4,5,5,6,5,7,1,1973,78,20,5,6,"4",2,"mumbai","400080",1,"150000",""
"1819",9,1,4,4,4,5,4.25,6,2,1985,53,29,1,5,"0",2,"Manhattan","10028",1,"80,000",""
"1820",9,1,1,1,2,1,1.25,4,1,1962,78,40,2,6,"",1,"chennai","643215",1,"30000",""
"1821",9,0,3,4,4,4,3.75,2,2,1938,187,76,1,5,"50",2,"Las Vegas","89122",1,"40000",""
"1822",9,1,5,3,4,3,3.75,6,2,1974,187,40,1,6,"1",2,"West Broo","1585",1,"37500",""
"1823",9,1,5,5,6,4,5,2,1,1957,187,57,1,4,"50",1,"Bozeman","59715",1,"3000",""
"1824",9,1,6,5,6,4,5.25,4,1,1986,187,28,2,5,"5",2,"Napervill","60565",1,"100000",""
"1825",9,0,4,4,4,4,4,4,1,1972,187,42,1,6,"100",1,"Miami","33176",1,"159000",""
"1826",9,0,5,6,7,6,6,6,2,1974,84,30,1,5,"3",2,"Turin","10100",1,"20000",""
"1827",9,0,3,3,3,3,3,2,2,0,0,56,1,4,"2",2,"","",1,"",""
"1828",9,1,2,3,6,3,3.5,4,2,86,187,0,1,6,"",2,"","",1,"",""
"1829",9,0,4,4,4,3,3.75,6,2,1977,78,27,5,3,"3",1,"New Delhi","110027",1,"30000",""
"1830",9,1,1,2,4,5,3,6,1,1963,187,0,1,4,"20+",2,"Oxford","6378",1,"90000",""
"1831",9,1,7,4,5,4,5,2,2,1964,187,50,1,3,"na",2,"Toledo","97391",1,"50000",""
"1832",9,0,1,2,4,2,2.25,2,1,1970,187,43,1,4,"1",2,"Greenvill","29687",1,"50000",""
"1833",9,0,4,4,4,4,4,2,1,1990,187,24,1,3,"",2,"Brooklyn,","11204",1,"",""
"1834",9,1,2,2,3,2,2.25,4,2,1956,187,59,1,4,"15",2,"allegan","49010",1,"100000",""
"1835",9,1,1,1,1,1,1,2,2,1961,187,53,1,4,"30",2,"Enumclaw","98022",1,"$56000",""
"1836",9,1,4,4,6,4,4.5,1,2,1960,187,53,1,6,"3000",2,"Brooklyn","11201",1,"50000",""
"1837",9,1,1,1,4,1,1.75,1,2,2014,187,26,1,5,"100",2,"Lexington","38351",1,"12,000",""
"1838",9,1,5,5,3,3,4,3,2,1993,187,21,1,4,"21",2,"Los Angel","90024",1,"150000",""
"1839",9,1,6,6,6,5,5.75,2,1,1981,187,33,2,6,"12",2,"Philadelp","19143",1,"47000",""
"1840",9,0,1,7,4,3,3.75,5,2,1958,111,58,3,6,"40",1,"Cuernavac","62240",1,"30,000",""
"1841",9,1,6,5,6,4,5.25,4,2,1946,31,68,1,3,"10",2,"Campbell","V9H0B7",1,"$60000",""
"1842",9,1,7,6,6,5,6,6,1,1946,31,68,1,3,"25",2,"Campbell","V9H 0B7",1,"60,000",""
"1843",9,1,4,3,5,4,4,4,2,1983,187,31,6,5,"1",2,"BALTIMORE","21222",1,"30,000",""
"1844",9,0,2,2,2,2,2,4,2,1948,187,66,1,3,"250",2,"Zephyrhil","33541",1,"68000",""
"1845",9,1,4,3,4,2,3.25,6,2,1978,187,36,1,5,"250",2,"Medina","44256",1,"65000",""
"1846",9,0,1,1,1,1,1,5,2,1959,187,55,1,4,"1000",2,"Fort Smit","72903",1,"36000",""
"1847",9,1,5,3,3,3,3.5,2,2,1976,187,38,1,3,"7",2,"San Bruno","94066",1,"50000",""
"1848",9,1,3,3,3,1,2.5,7,1,1962,187,52,1,3,"26",2,"corona","92883",1,"85000",""
"1849",9,0,2,3,4,4,3.25,4,2,1993,0,0,NA,NA,"",0,"","",0,"",""
"1850",9,1,5,3,6,4,4.5,4,2,1989,187,25,1,5,"1",2,"Woodbridg","22191",1,"70,000",""
"1851",9,1,6,6,6,6,6,4,1,1984,187,29,1,5,"I do not know!!!",2,"Chicago","60657-141",1,"$90,000",""
"1852",9,0,1,2,2,3,2,1,2,1985,187,30,1,3,"6",1,"Chicago","60642",1,"26,000",""
"1853",9,1,3,4,4,4,3.75,4,1,1994,187,20,1,5,"50+",2,"Danville","46122",1,"50,000",""
"1854",9,1,7,7,6,7,6.75,5,1,1983,187,31,2,6,"0",2,"Los Angel","90031",1,"70000",""
"1855",9,0,5,4,5,4,4.5,2,2,1987,187,27,1,6,"tons",2,"New Haven","6511",1,"80,000",""
"1856",9,1,5,5,6,4,5,2,2,1993,187,21,NA,4,"25",2,"Needham,","2492",1,"300,000",""
"1857",9,0,2,3,3,3,2.75,2,1,1995,187,18,2,2,"6",1,"Conover","28613",1,"70000",""
"1858",9,1,5,4,4,4,4.25,1,2,1989,187,25,1,5,"100",2,"saint lou","63129",1,"100000",""
"1859",9,1,6,5,5,4,5,6,1,1963,187,51,1,4,"20",2,"Towanda,","67144",1,"40000",""
"1860",9,1,2,4,4,4,3.5,2,2,1985,187,29,1,6,"1000",2,"San DIego","92128",2,"60000",""
"1861",9,1,5,4,4,4,4.25,4,1,1985,187,29,1,5,"6",2,"","",0,"",""
"1862",9,1,0,8,8,8,6,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1863",9,0,1,2,4,3,2.5,4,2,1994,187,20,2,4,"5",2,"Covina","91790",1,"N/A",""
"1864",9,0,2,6,3,4,3.75,1,2,1992,187,22,2,3,"20",2,"New Haven","6510",1,"24000",""
"1865",9,1,6,6,6,5,5.75,1,2,1940,187,74,1,6,"dozens",2,"rochester","14610",1,"100K",""
"1866",9,1,7,4,7,4,5.5,6,1,1963,187,43,1,6,"51",1,"Suffolk","23433",1,"240,000",""
"1867",9,0,4,4,5,3,4,4,1,1986,187,28,5,6,"2",2,"glen head","11545",1,"",""
"1868",9,1,4,4,5,4,4.25,4,1,1966,187,48,1,6,"6",2,"louisvill","40252",1,"120000",""
"1869",9,0,4,4,6,4,4.5,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1870",9,1,5,5,5,3,4.5,3,1,1968,187,47,3,5,"21",2,"Greenfiel","1301",1,"78,000",""
"1871",9,0,2,7,5,3,4.25,4,2,1997,187,0,3,3,"1",2,"florida","34747",1,"15,000",""
"1872",9,0,2,4,4,4,3.5,5,1,1989,78,22,5,5,"5",2,"Chennai","600063",1,"40000 $",""
"1873",9,0,2,6,6,3,4.25,4,2,1971,78,30,5,6,"10",2,"kolkata","700032",0,"1700",""
"1874",9,1,3,5,4,4,4,4,2,1982,187,32,1,4,"1",2,"Independe","64058",1,"45000",""
"1875",9,1,6,6,6,6,6,1,1,1992,187,22,1,6,"11",2,"New Haven","6511",1,"150000",""
"1876",9,1,5,7,5,2,4.75,3,1,1993,78,12,5,3,"30",2,"banglore","560040",1,"10000",""
"1877",9,0,2,5,7,4,4.5,4,2,1961,187,53,4,4,"17",1,"Chicago","60634",1,"70",""
"1878",9,0,4,4,4,4,4,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1879",9,1,2,3,3,3,2.75,6,2,1989,187,25,1,5,"0",2,"new haven","6511",2,"0",""
"1880",9,1,6,4,5,4,4.75,4,2,1995,187,19,1,4,"20",2,"Marion","28752",1,"50,000",""
"1881",9,1,7,1,1,1,2.5,4,1,1987,179,10,1,5,"24",2,"kastamonu","37500",1,"35000",""
"1882",9,1,1,6,6,5,4.5,4,1,1990,179,2,1,4,"0",2,"ankara","6882",1,"25000",""
"1883",9,0,2,2,2,2,2,4,2,1955,187,59,1,4,"99",1,"TRABUCO C","92679",1,"150000",""
"1884",9,0,6,6,7,6,6.25,4,2,1990,179,5,1,5,"0",2,"Eskisehir","26170",1,"30000",""
"1885",9,1,7,2,1,3,3.25,1,1,1967,84,10,1,6,"30",2,"Pinerolo","10064",1,"45000",""
"1886",9,0,1,4,4,4,3.25,3,1,1974,187,40,1,3,"2",2,"Alvin","77511",1,"50000",""
"1887",9,0,2,3,4,4,3.25,4,1,1978,187,33,3,1,"1",1,"Hartford","6106",1,"60000",""
"1888",9,1,5,3,5,4,4.25,2,2,1981,187,33,1,6,"Many",1,"Columbia","29206",1,"100000",""
"1889",9,0,2,2,3,4,2.75,1,1,1972,187,42,1,6,"21",1,"Oakland","94619",1,"25000",""
"1890",9,1,5,5,6,5,5.25,2,1,1953,187,61,1,6,"21",2,"pittsburg","15237",1,"0",""
"1891",9,0,2,2,4,3,2.75,4,2,1954,7,48,1,5,"12500",1,"Sonora, C","95370",1,"n/a",""
"1892",9,0,3,4,4,4,3.75,2,1,1985,183,25,1,5,"5",1,"Trumbull","6611",1,"85000",""
"1893",9,0,1,2,4,3,2.5,2,2,1951,187,63,1,5,"500",2,"washingto","20007",1,"69000",""
"1894",9,1,3,4,4,3,3.5,4,1,1990,83,10,1,5,"5",2,"tel aviv","50297",1,"60000",""
"1895",9,0,1,4,4,4,3.25,6,2,1964,187,50,1,5,"?",2,"Benton","42025",1,"59000",""
"1896",9,1,2,6,7,6,5.25,7,1,1968,187,45,1,6,"3300",2,"Killeen","76542",1,"29000",""
"1897",9,1,1,2,2,1,1.5,2,2,1960,187,0,1,5,"7",2,"Hubbard","44425",1,"30000",""
"1898",9,0,2,6,3,6,4.25,2,2,1988,187,18,1,4,"1",2,"indy, in","47404",1,"20000",""
"1899",9,1,6,5,6,5,5.5,1,2,1981,187,33,3,6,"100",1,"phila","19123",1,"100000",""
"1900",9,0,2,2,2,2,2,4,2,1954,187,60,1,4,"",2,"Mesa","85204",1,"40,000",""
"1901",9,0,4,2,4,4,3.5,6,2,1981,187,33,4,5,"500",2,"Chesterfi","63005",1,"133000",""
"1902",9,0,7,7,7,7,7,4,2,0,0,18,2,NA,"",2,"","",1,"",""
"1903",9,1,5,5,6,4,5,4,2,1956,85,58,6,5,"8",1,"Niantic","6357",1,"$170,000",""
"1904",9,0,2,4,4,4,3.5,2,2,1952,187,62,1,6,"300",2,"montclair","7043",1,"200000",""
"1905",9,0,1,3,3,3,2.5,6,1,1958,187,55,1,6,"10",2,"akron","44685",1,"100000",""
"1906",9,1,5,4,5,4,4.5,3,2,1986,187,28,1,3,"3",2,"Greenvill","29611",1,"20000",""
"1907",9,0,2,2,3,2,2.25,5,1,1967,187,47,1,6,"52",2,"Champaign","61822",1,"210000",""
"1908",9,0,1,2,4,2,2.25,4,2,1955,187,59,1,5,"14",1,"","",1,"",""
"1909",9,0,2,3,3,3,2.75,2,2,1990,187,24,NA,6,"20",2,"Tecumseh","49286",1,"70000",""
"1910",9,1,7,6,5,6,6,4,1,1975,187,39,1,5,"12",2,"pittsburg","15236",1,"65000",""
"1911",9,1,5,4,5,4,4.5,NA,2,1951,187,63,1,3,"100",2,"Austin","55912",1,"25,000",""
"1912",9,1,1,4,3,3,2.75,6,1,1994,187,20,2,4,"21",1,"Savannah","31411",1,"100000",""
"1913",9,0,3,3,4,4,3.5,1,1,1991,187,23,6,6,"many",2,"New Haven","6511",1,"200000",""
"1914",9,0,1,3,4,2,2.5,1,2,1991,187,24,1,5,"some",1,"Bozeman","59718",1,"50,000",""
"1915",9,0,3,2,3,2,2.5,1,2,1972,187,42,1,5,"20",2,"Monterey","1245",1,"30000",""
"1916",9,0,3,4,6,4,4.25,4,1,1988,111,5,3,3,"20",2,"waukegan","60085",1,"22000",""
"1917",9,0,3,4,5,5,4.25,4,1,1990,187,24,1,3,"0",2,"Everett","98203",1,"21000",""
"1918",9,0,4,5,6,5,5,4,2,1992,187,22,1,5,"1",1,"Walla Wal","99362",2,"50000",""
"1919",9,0,2,4,4,4,3.5,4,1,1956,187,58,1,6,"no idea",1,"Kansas Ci","64152",1,"79000",""
"1920",9,0,2,2,2,2,2,4,2,1982,187,32,1,5,"1",2,"Hagerstow","21742",1,"32000",""
"1921",9,1,4,4,5,4,4.25,2,2,1970,187,44,1,3,"1",2,"fox river","60021",1,"32000",""
"1922",9,1,4,4,4,4,4,2,2,1977,24,20,1,3,"20",2,"Sao Paulo","01233-000",1,"90,000.00",""
"1923",9,0,2,4,3,3,3,3,2,1993,31,18,2,4,"many",2,"Palo Alto","94303",1,"200000",""
"1924",9,0,1,3,3,2,2.25,1,2,1956,187,58,1,4,"?",2,"green bay","54302",1,"19,000",""
"1925",9,0,1,2,2,1,1.5,4,2,1976,187,38,4,6,"7",2,"bridgepor","6606",1,"51000",""
"1926",9,0,3,3,3,3,3,2,2,24,187,21,2,6,"",2,"Cambridge","2139",1,"70000",""
"1927",9,0,2,3,4,4,3.25,2,2,1978,187,36,1,4,"6",2,"Pleasant","84062",1,"68,000",""
"1928",9,1,4,4,4,4,4,3,2,1979,187,35,NA,NA,"0",0,"Fletcher","28732",1,"22000",""
"1929",9,1,5,4,5,5,4.75,3,1,1993,187,13,1,4,"4",2,"South Ben","46556",1,"50000",""
"1930",9,0,4,4,4,4,4,5,2,1994,0,20,1,5,"5",2,"new haven","",1,"",""
"1931",9,0,3,3,3,3,3,6,2,1994,187,20,2,5,"3",2,"Champaign","61820",1,"80,000",""
"1932",9,1,1,1,2,1,1.25,6,2,1982,187,32,4,5,"0",2,"SAN PABLO","94806",2,"240000",""
"1933",9,1,6,6,6,6,6,6,1,1973,187,38,6,3,"6",2,"Renton","98056",1,"75000",""
"1934",9,0,1,1,2,1,1.25,5,2,1988,187,26,1,5,"1",2,"Palm Bay","32907",2,"55000",""
"1935",9,0,4,4,4,4,4,NA,2,1985,187,29,1,4,"0",2,"Southside","35907",1,"35000",""
"1936",9,0,4,4,5,5,4.5,4,1,1977,187,37,1,5,"20",2,"Scottsdal","Arizona",1,"75000",""
"1937",9,0,2,2,2,2,2,5,2,1953,187,61,1,5,"5",2,"RIVER VAL","7675",1,"90,000",""
"1938",9,1,6,4,5,4,4.75,3,2,1994,187,20,1,6,"0",2,"New Haven","6520",1,"n/a",""
"1939",9,1,1,4,4,4,3.25,4,2,1989,53,25,1,5,"1",2,"Alexandri","Alexandri",1,"100000",""
"1940",9,1,5,5,6,6,5.5,2,2,1980,187,34,2,6,"100",2,"Boston MA","2215",1,"90000",""
"1941",9,0,2,4,4,4,3.5,2,2,1989,191,20,3,4,"20+",2,"New Haven","6511",1,"120000",""
"1942",9,0,3,3,4,3,3.25,2,1,1982,187,0,1,6,"Don't know",2,"Lubbock","79424",1,"85000",""
"1943",9,1,7,5,6,4,5.5,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1944",9,1,5,4,4,4,4.25,4,2,1983,187,31,1,5,"100",2,"N/A","N/A",1,"N/A",""
"1945",9,1,4,4,5,4,4.25,4,2,1948,187,65,1,5,"24",2,"Santa Ros","95403",1,"17000",""
"1946",9,0,7,7,7,7,7,7,2,1989,187,26,1,4,"0",2,"Lewiston,","4240",1,"0",""
"1947",9,0,2,3,4,3,3,4,2,1982,187,32,1,5,"0",2,"New Castl","19720",1,"100000",""
"1948",9,1,3,4,4,4,3.75,4,2,1968,187,46,1,4,"6",2,"taylor","48180",1,"0",""
"1949",9,0,1,2,3,2,2,3,2,1959,187,55,1,5,"10000",1,"Cedar Cit","UT",1,"35000",""
"1950",9,0,2,2,3,3,2.5,2,1,1989,187,25,6,5,"12",2,"Harrisonb","22801",1,"20000",""
"1951",9,1,6,6,6,6,6,4,2,1993,187,1993,2,4,"9",1,"Coopersbu","18036",1,"200000",""
"1952",9,0,2,2,3,3,2.5,4,2,1979,136,34,2,6,"5",2,"Laguna","4023",1,"20000",""
"1953",9,0,2,1,3,1,1.75,2,2,1983,187,31,1,3,"100",2,"boswell","15531",1,"27000",""
"1954",9,1,7,3,7,4,5.25,4,1,1967,187,47,4,4,"1",1,"Athens","30607",1,"60000",""
"1955",9,1,1,2,4,2,2.25,3,2,1984,187,30,1,3,"10",1,"Raleigh","27514",1,"45000",""
"1956",9,0,3,3,4,4,3.5,1,2,1987,187,27,4,6,"6",2,"fitchburg","1420",1,"67000",""
"1957",9,0,2,3,3,3,2.75,2,2,1983,187,31,6,3,"0",2,"Mount Ver","10553",1,"45000",""
"1958",9,0,6,6,6,5,5.75,4,1,1994,187,20,1,4,"0",2,"Deer Park","77536",2,"100000",""
"1959",11,0,4,4,4,4,4,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1960",11,0,2,6,5,5,4.5,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1961",11,0,4,4,4,4,4,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1962",11,1,5,6,6,4,5.25,6,1,1999,161,15,1,5,"0",2,"Cape Town","1000",1,"",""
"1963",11,0,1,4,4,4,3.25,3,1,1997,101,12,1,5,"0",2,"Luxembourg","1461",1,"",""
"1964",11,1,3,2,5,2,3,2,2,1983,162,31,2,3,"0",2,"Woodbury","55129",1,"250000",""
"1965",11,0,1,4,4,4,3.25,2,1,1991,187,24,1,5,"0",2,"Ann Arbor","48109",1,"$40,000",""
"1966",11,0,5,5,5,5,5,1,1,1996,78,16,5,5,"0",2,"Indianapolis","46239",1,"80,000",""
"1967",11,1,4,4,4,4,4,4,2,1952,187,63,1,6,"0",2,"Bellingham","2019",1,"135,000.00",""
"1968",11,0,0,8,8,8,6,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1969",11,1,1,3,3,1,2,4,1,1997,187,18,4,4,"0",2,"Bethlehem","18017",1,"",""
"1970",11,0,1,2,4,3,2.5,6,1,1998,187,16,2,6,"3",2,"Boston","2108",2,"$75,000",""
"1971",11,0,2,3,5,1,2.75,NA,1,0,187,16,NA,NA,"0",2,"","",0,"",""
"1972",11,1,1,3,5,4,3.25,2,2,1999,31,16,5,5,"0",2,"Mississauga","L3Z3X1",1,"100,000",""
"1973",11,0,1,2,4,4,2.75,1,1,1989,187,26,1,6,"10",2,"Washington","20008",2,"800000",""
"1974",11,1,2,4,4,4,3.5,3,1,1996,65,9,1,5,"1",2,"","",2,"",""
"1975",11,0,4,4,6,4,4.5,2,2,1979,187,35,1,4,"0",2,"Fort Worth","76107",1,"24000",""
"1976",11,1,7,5,7,5,6,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1977",11,1,2,2,3,3,2.5,2,0,1979,122,30,1,5,"8",2,"Graz","8410",1,"95000",""
"1978",11,1,0,8,8,8,6,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1979",11,0,0,8,8,8,6,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1980",11,1,1,3,3,2,2.25,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1981",11,0,3,3,4,3,3.25,4,1,0,0,0,NA,NA,"",0,"","",0,"",""
"1982",11,1,3,5,3,3,3.5,5,2,2001,31,13,2,5,"0",2,"Burnaby","V5B 2X7",1,"not sure",""
"1983",11,0,2,3,4,2,2.75,2,2,1997,84,17,1,3,"2",2,"Monza","20900",1,"60000",""
"1984",11,0,1,3,4,2,2.5,6,1,1974,187,36,3,4,"0",2,"Kissimmee","34759",1,"40000",""
"1985",11,1,3,2,5,3,3.25,4,2,1990,187,25,1,5,"6",2,"Holt","48842",2,"18,000",""
"1986",11,1,7,2,7,6,5.5,3,2,1976,187,38,1,4,"not sure, not many",2,"Seattle","98146",1,"$150,000",""
"1987",11,0,1,1,5,2,2.25,4,1,1980,130,31,5,5,"1",2,"Dubai","",1,"200000",""
"1988",11,1,4,4,4,4,4,1,2,1966,31,48,1,4,"2",2,"Victoria","V8Z 1N4",1,"75000",""
"1989",11,1,1,2,2,1,1.5,4,1,1986,80,18,2,2,"10",2,"shiraz","",1,"2000",""
"1990",11,1,7,5,7,4,5.75,1,2,1972,187,43,1,6,"1",1,"Singapore","129792",2,"100,000",""
"1991",11,1,3,3,5,3,3.5,4,2,1977,187,38,1,4,"25",1,"Ny","10804",1,"90,000",""
"1992",11,0,1,2,2,2,1.75,3,1,1997,187,18,1,6,"0",2,"","",1,"",""
"1993",11,1,6,4,6,5,5.25,3,2,1992,187,23,2,5,"7",2,"","",1,"55000",""
"1994",11,0,4,4,4,4,4,1,2,1972,187,43,1,5,"0",2,"Portland, OR","97214",2,"15,000",""
"1995",11,1,7,5,3,4,4.75,4,2,2001,187,11,1,3,"N/A",2,"Cedar City","84720",1,"N/A",""
"1996",11,1,5,5,6,4,5,2,1,1968,122,20,1,6,"0",0,"Eindhoven","1000",1,"80000",""
"1997",11,0,4,4,5,4,4.25,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"1998",11,0,2,4,4,4,3.5,3,2,1993,187,22,1,5,"0",2,"non","0",2,"0",""
"1999",11,1,6,6,7,6,6.25,3,2,1998,163,8,1,3,"0",2,"","",2,"5500",""
"2000",16,1,3,4,6,4,4.25,4,1,1986,185,28,NA,5,"2",2,"paris","75006",1,"2,500,000",""
"2001",16,1,2,5,6,4,4.25,4,2,1982,162,15,NA,5,"6",2,"jouy en Josas","73850",1,"3000000",""
"2002",16,1,3,4,5,4,4,2,2,1989,187,25,NA,6,"10",2,"Jouy-en-Josas","78350",1,"",""
"2003",16,0,4,4,4,4,4,4,1,1982,122,32,NA,6,"A lot",2,"Jouy-en-Josas","78350",1,"",""
"2004",16,0,5,5,4,4,4.5,4,1,1986,78,25,NA,6,"15",2,"Jouy en Josas","78350",1,"80000",""
"2005",16,1,2,4,4,5,3.75,4,1,1978,24,35,NA,6,"0",2,"Beverly Hills","90210",2,"100000",""
"2006",16,1,5,3,4,2,3.5,2,1,1987,61,16,NA,6,"3",2,"Versailles","78000",1,"150000",""
"2007",16,1,3,4,5,4,4,4,2,1982,78,32,NA,5,"0",2,"Basel","4123",1,"190000",""
"2008",16,0,1,2,2,4,2.25,3,1,1984,36,23,NA,3,"5",2,"Paris","78350",1,"50000",""
"2009",16,1,1,4,7,4,4,5,1,1985,184,29,NA,5,"0",2,"Jouy en Josas","78350",1,"400,000",""
"2010",16,0,2,3,4,3,3,4,2,1981,36,15,NA,3,"30",1,"Paris","78350",1,"30000",""
"2011",16,1,2,3,3,7,3.75,4,2,1979,36,29,NA,5,"100",2,"paris","78350",1,"0",""
"2012",16,1,6,6,7,5,6,1,2,1989,187,25,NA,6,"3",2,"Jouy en Josas","78350",1,"100000",""
"2013",16,1,2,2,4,4,3,2,2,1987,31,20,NA,6,"2",2,"Versailles","78000",1,"150000",""
"2014",16,0,2,3,4,2,2.75,5,1,1983,37,24,NA,5,"2",2,"Versailles","78000",1,"96000",""
"2015",16,0,3,5,5,4,4.25,6,1,1988,179,10,NA,5,"1",2,"Jouy en Josas","78350",1,"7000",""
"2016",16,0,4,4,4,4,4,4,2,1985,164,29,NA,5,"0",2,"Paris","78350",1,"20000",""
"2017",16,1,7,6,4,4,5.25,4,1,1987,40,21,NA,6,"0",2,"Jouy en Josas","78350",1,"250000",""
"2018",16,1,4,4,4,4,4,2,1,1982,111,20,NA,6,"20",2,"Jouy en Josas","78350",1,"100000",""
"2019",16,0,2,2,3,3,2.5,5,1,1988,111,20,NA,6,"10+",2,"Paris","78351",1,"300,000",""
"2020",16,0,2,3,4,4,3.25,2,1,1979,9,35,NA,6,"5",2,"Paris","75004",1,"180000",""
"2021",16,1,7,5,6,4,5.5,4,2,1985,187,29,NA,4,"10",2,"Jouy en Josas","78350",1,"0",""
"2022",16,0,4,4,4,4,4,4,1,1988,78,0,NA,6,"10+",2,"Paris","78350",1,"200000",""
"2023",16,1,1,6,3,3,3.25,4,1,1987,95,20,NA,3,"3",2,"Jouy En Josas","78350",1,"60000",""
"2024",16,0,2,2,4,4,3,2,2,1984,61,19,NA,2,"0",2,"Paris","75015",1,"70000",""
"2025",16,1,4,4,7,4,4.75,5,1,1987,111,20,NA,6,"1",2,"Versailles","78000",1,"80000",""
"2026",16,1,4,4,5,3,4,3,2,1985,31,29,NA,6,"10",2,"jouy en josas","78350",1,"150000",""
"2027",16,0,4,4,4,4,4,2,1,1985,191,20,NA,5,"0",2,"Paris","75007",1,"150000",""
"2028",16,0,4,5,5,3,4.25,4,1,0,36,20,NA,5,"0",2,"Shanghai","200126",1,"80000",""
"2029",16,1,3,4,4,4,3.75,4,1,1984,7,10,NA,5,"0",2,"Jouy-en-Josas","78530",1,"",""
"2030",16,0,3,4,4,4,3.75,5,1,1985,111,10,NA,6,"2",2,"Jouy en Josas","78350",1,"0",""
"2031",16,1,5,2,5,4,4,6,1,1986,78,28,NA,6,"0",2,"Jouy En Josas","58350",1,"20000",""
"2032",16,1,2,6,7,6,5.25,4,2,1986,24,15,NA,6,"1",2,"Les Ulis","919400",1,"150000",""
"2033",16,0,5,5,4,4,4.5,7,1,1987,78,27,NA,6,"10",2,"Paris","78350",1,"150000",""
"2034",16,0,5,5,5,5,5,5,1,1985,61,10,NA,5,"5",2,"jouy-en-josas","78350",1,"$60000",""
"2035",16,1,6,3,7,2,4.5,4,1,1983,36,15,NA,6,"3",2,"Paris","78350",1,"80000",""
"2036",16,1,1,4,4,4,3.25,4,1,1986,79,6,NA,5,"07-Oct",2,"Versailles","78000",1,"43500",""
"2037",16,1,4,4,5,4,4.25,5,1,1981,78,32,NA,5,"10",2,"Jouy-en-Josas","78350",1,"0",""
"2038",16,1,2,2,5,3,3,7,1,1986,37,20,NA,6,"15",2,"Versailles","78000",1,"",""
"2039",16,0,7,7,7,7,7,4,1,1980,78,33,NA,6,"50",2,"paris","78350",1,"100000",""
"2040",16,0,2,3,1,2,2,5,2,1990,139,12,NA,6,"",2,"Versailles","78000",2,"",""
"2041",16,1,1,5,5,5,4,3,0,1982,78,20,NA,4,"10",1,"Jouy en josas","78350",1,"10000",""
"2042",16,0,7,3,4,4,4.5,2,2,1986,36,20,NA,6,"10",2,"Jouy en Josas","78350",1,"40000",""
"2043",16,1,4,3,5,4,4,5,1,1984,24,15,NA,6,"1",2,"Les Ulis","91940",2,"140000",""
"2044",16,0,5,6,7,5,5.75,3,2,1983,36,18,NA,5,"2",2,"jouy en josas","78350",2,"10000",""
"2045",16,0,5,3,4,4,4,2,2,1985,61,29,NA,6,"10",2,"Jouy-en Josas","78351",1,"330000",""
"2046",16,1,6,4,6,4,5,4,1,1987,78,25,NA,6,"Many",2,"JOUY EN JOSAS","78350",1,"55000",""
"2047",16,0,5,6,6,5,5.5,5,1,1987,86,3,NA,5,"0",2,"Jouy en Josas","78350",1,"0",""
"2048",16,1,4,4,6,4,4.5,2,1,1981,9,32,NA,5,"10",2,"Meudon, Ile-de-France","92048",1,"100000",""
"2049",16,1,5,6,6,3,5,6,1,1985,187,25,NA,5,"6",2,"Paris","78350",1,"1500000",""
"2050",16,0,2,3,4,4,3.25,2,1,1987,78,23,NA,6,"0",2,"Jouy en Josas","78350",1,"20000",""
"2051",16,1,2,3,2,3,2.5,3,2,1983,36,20,NA,5,"3",2,"Jouy en Josas","78350",1,"100000",""
"2052",16,1,1,2,2,2,1.75,2,1,1985,48,20,NA,5,"2",2,"Jouy-en-Josas","78350",1,"300000",""
"2053",16,0,4,3,6,4,4.25,3,1,1982,36,8,NA,5,"0",2,"Paris","78350",1,"3000",""
"2054",16,1,3,3,5,4,3.75,3,2,1989,187,25,NA,5,"1",2,"Jouy-en-josas","78350",1,"400000",""
"2055",16,1,4,5,6,5,5,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"2056",16,1,2,3,8,2,3.75,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"2057",16,0,6,5,4,4,4.75,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"2058",16,0,5,3,5,4,4.25,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
"2059",16,0,2,3,4,3,3,NA,0,0,0,0,NA,NA,"",0,"","",0,"",""
