"","datacollection","condition","htxfair","htxgood","poltclid","gender","yearbirth","countrybir","englishexp","ethnicity","parented","befstudies","citytown","postalcode","honestansw","familyinc","mturkhowm"
"1520",6,1,7,4,3,2,1993,NA,NA,NA,NA,"56","","",NA,"<5000",""
"1521",6,2,3,3,4,2,1990,NA,NA,NA,NA,"2","koeln","50933",NA,"0",""
"1522",6,2,5,5,2,2,1992,NA,NA,NA,NA,"0","Oberweissbach","98744",NA,"20713.575",""
"1523",6,2,3,5,4,2,1995,NA,NA,NA,NA,"5","koeln","50733",NA,"33141.72",""
"1524",6,1,1,5,3,2,1994,NA,NA,NA,NA,"5","Bornheim","53332",NA,"17951.765",""
"1525",6,2,5,5,2,2,1995,NA,NA,NA,NA,"1","Stralsund","18437",NA,"69045.25",""
"1526",6,1,7,4,3,2,1979,NA,NA,NA,NA,"2","Mannheim","68169",NA,"-",""
"1527",6,2,3,5,5,2,1993,NA,NA,NA,NA,"","Duisburg","47059",NA,"",""
"1528",6,2,3,1,3,1,1990,NA,NA,NA,NA,"07-Oct","Siegen","",NA,"75949.775",""
"1529",6,2,3,4,5,1,1992,NA,NA,NA,NA,"11","Witzenhausen","37213",NA,"165708.6",""
"1530",6,1,7,6,4,1,1991,NA,NA,NA,NA,"60","Moenchengladbach","41199",NA,"4142.715",""
"1531",6,2,5,5,3,2,1994,NA,NA,NA,NA,"10","","",NA,"34522.625",""
"1532",6,2,4,4,3,2,19,NA,NA,NA,NA,"12","Essen","45145",NA,"",""
"1533",6,1,5,6,4,1,1992,NA,NA,NA,NA,"1","Rommerskirchen","41569",NA,"82854.3",""
"1534",6,2,4,4,3,1,1995,NA,NA,NA,NA,"1","","",NA,"96663.35",""
"1535",6,1,3,4,5,1,1977,NA,NA,NA,NA,"0","Essen","45144",NA,"27618.1",""
"1536",6,1,6,3,4,2,1978,NA,NA,NA,NA,"0","koeln","50676",NA,"",""
"1537",6,1,4,5,5,1,1986,NA,NA,NA,NA,"10","koeln","50937",NA,"110472.4",""
"1538",6,2,5,4,3,1,1991,NA,NA,NA,NA,"0","Duisburg","47058",NA,"",""
"1539",6,1,4,5,4,2,1994,NA,NA,NA,NA,"0","Muenchen","80331",NA,"",""
"1540",6,2,5,5,4,2,1988,NA,NA,NA,NA,"2","Hamburg","22307",NA,"6904.525",""
"1541",6,1,4,5,4,2,1993,NA,NA,NA,NA,"mehr als 10","","",NA,"",""
"1542",6,1,2,5,5,2,1995,NA,NA,NA,NA,"1","Potsdam","14478",NA,"",""
"1543",6,2,1,5,5,1,1991,NA,NA,NA,NA,"ca. 30","Remscheid","42859",NA,"nein",""
"1544",6,1,3,6,5,2,1986,NA,NA,NA,NA,"30","wuerzburg","97074",NA,"ca 150.000",""
"1545",6,2,3,5,2,2,1992,NA,NA,NA,NA,"","Bochum","44803",NA,"19332.67",""
"1546",6,1,6,5,2,1,1993,NA,NA,NA,NA,"23","duisburg","47058",NA,"34522.625",""
"1547",6,1,6,3,2,2,1964,NA,NA,NA,NA,"5","Goettingen","37075",NA,"82854.3",""
"1548",6,2,3,5,4,2,23,NA,NA,NA,NA,"25","koeln","50931",NA,"89758.825",""
"1549",6,1,3,4,3,2,1994,NA,NA,NA,NA,"0","Wuppertal","42283",NA,"49712.58",""
"1550",6,2,4,4,3,2,1994,NA,NA,NA,NA,"0","koeln","",NA,"41427.15",""
"1551",6,2,5,5,4,1,1993,NA,NA,NA,NA,"2","koeln","50935",NA,"69045.25",""
"1552",6,1,6,6,3,1,1990,NA,NA,NA,NA,"0","Leverkusen","51375",NA,"138090.5",""
"1553",6,1,5,3,4,2,1994,NA,NA,NA,NA,"1","","",NA,"",""
"1554",6,2,5,3,4,2,19,NA,NA,NA,NA,"8","Datteln","45711",NA,"?",""
"1555",6,1,4,5,1,2,1996,NA,NA,NA,NA,"5","koeln","51103",NA,"",""
"1556",6,1,5,5,4,2,1995,NA,NA,NA,NA,"","","",NA,"",""
"1557",6,1,4,4,3,2,1984,NA,NA,NA,NA,"50","Mannheim","68199",NA,"",""
"1558",6,1,3,3,2,2,1976,NA,NA,NA,NA,"0","koeln","50",NA,"19885.032",""
"1559",6,2,4,4,3,2,1981,NA,NA,NA,NA,"22","koeln","50677",NA,"55236.2",""
"1560",6,1,4,4,4,2,1996,NA,NA,NA,NA,"20","","",NA,"",""
"1561",6,1,4,5,4,2,1990,NA,NA,NA,NA,"","Bonn","53117",NA,"",""
"1562",6,2,5,4,3,2,1989,NA,NA,NA,NA,"100","koeln","50667",NA,"138090.5",""
"1563",6,1,4,3,4,1,1952,NA,NA,NA,NA,"4","","",NA,"82854.3",""
"1564",6,2,4,4,4,2,1978,NA,NA,NA,NA,"0","Dortmund","44139",NA,"",""
"1565",6,1,4,7,4,2,1996,NA,NA,NA,NA,"15","","",NA,"",""
"1566",6,1,4,3,4,2,1988,NA,NA,NA,NA,"10","Tuebingen","72070",NA,"",""
"1567",6,1,3,5,4,2,1993,NA,NA,NA,NA,"2","Bonn","53113",NA,"34522.625",""
"1568",6,2,4,4,3,2,1990,NA,NA,NA,NA,"0","Essen","45307",NA,"",""
"1569",6,1,2,6,2,1,1995,NA,NA,NA,NA,"0","koeln","50939",NA,"82854.3",""
"1570",6,2,3,5,3,2,1991,NA,NA,NA,NA,"100","koeln","51069",NA,"?",""
"1571",6,2,3,4,4,2,1994,NA,NA,NA,NA,"","Essen","45359",NA,"",""
"1572",6,1,4,5,2,2,1995,NA,NA,NA,NA,"0","koeln","50939",NA,"82854.3",""
"1573",6,2,2,6,2,2,1990,NA,NA,NA,NA,"10","koeln","50676",NA,"",""
"1574",6,2,4,3,4,1,0,NA,NA,NA,NA,"0","Bonn","53129",NA,"",""
"1575",6,2,4,3,3,2,1995,NA,NA,NA,NA,"15","Bochum","",NA,"",""
"1576",6,1,1,4,4,1,1991,NA,NA,NA,NA,"15","Wien","1210",NA,"22094.48",""
"1577",6,1,5,5,4,2,1990,NA,NA,NA,NA,"15","Berlin","13403",NA,"69045.25",""
"1578",6,2,4,3,3,2,1987,NA,NA,NA,NA,"0","Moers","47441",NA,"unbekannt",""
"1579",6,1,3,3,3,2,1981,NA,NA,NA,NA,"30","Oberhausen","46147",NA,"49712.58",""
"1580",6,1,4,3,3,2,1994,NA,NA,NA,NA,"0","koeln","50937",NA,"17951.765",""
"1581",6,2,3,6,4,1,1993,NA,NA,NA,NA,"","Herne","44651",NA,"",""
"1582",6,1,4,5,3,2,1993,NA,NA,NA,NA,"1","","",NA,"0",""
"1583",6,1,5,5,4,2,1990,NA,NA,NA,NA,"0","","",NA,"",""
"1584",6,2,5,6,NA,0,0,NA,NA,NA,NA,"","","",NA,"",""
"1585",6,1,4,4,3,2,1958,NA,NA,NA,NA,"11","Hamburg","22177",NA,"82.8543",""
"1586",6,1,4,4,4,2,1994,NA,NA,NA,NA,"4","","",NA,"69045.25",""
"1587",6,2,4,4,6,2,1993,NA,NA,NA,NA,"0","","",NA,"K:A.",""
"1588",7,2,5,5,4,1,1994,187,20,1,4,"2","Orland Park","60467",1,"",""
"1589",7,1,7,4,7,2,1994,36,11,2,4,"12","Chicago","60616",1,"50000",""
"1590",7,1,6,6,3,1,1984,187,30,2,4,"2","elgin","60120",1,"86000",""
"1591",7,1,4,5,4,1,1993,36,9,2,4,"4","Chicago","60616",1,"20000",""
"1592",7,1,6,5,2,2,1996,187,19,1,5,"4","Chicago","60616",1,"",""
"1593",7,2,1,4,7,1,1994,36,14,2,4,"10","Chicago","60616",1,"1500",""
"1594",7,2,1,3,4,1,1996,187,19,1,5,"0","Bridgeview","60455",1,"35000-70000",""
"1595",7,1,5,3,4,1,1993,104,14,2,3,"3","Chicago","60616",1,"40000",""
"1596",7,1,7,5,4,1,1996,137,12,1,3,"15","Bridgeview","60455",1,"40000",""
"1597",7,2,3,4,4,2,1996,179,11,1,6,"8","chicago","60616",1,"$80,000",""
"1598",7,2,2,4,4,1,1991,36,3,2,3,"2","chicago","60616",1,"",""
"1599",7,2,2,5,1,2,92,187,22,4,4,"A lot","Chicago","60616",1,"Idk",""
"1600",7,1,3,5,2,2,1995,187,20,1,4,"10","Santa Barbara","93107",1,"I'm an independ",""
"1601",7,1,6,5,4,2,1994,80,14,6,4,"3","Chicago","60616",2,"50,000",""
"1602",7,2,3,3,4,1,1993,187,21,4,5,"1","Chicago","60617",2,"i dont know",""
"1603",7,2,3,4,5,1,93,163,10,1,4,"0","Chi","60616",2,"150000",""
"1604",7,1,3,5,4,1,1994,187,20,1,4,"20~","Elmhurst","60126",1,"50",""
"1605",7,1,4,7,7,2,1993,187,21,1,5,"10","Green Bay","54313",1,"100000",""
"1606",7,2,6,7,2,2,1995,65,19,1,5,"6","chicago","60616",1,"35000",""
"1607",7,2,3,4,4,2,1994,121,15,2,5,"","Chicago","60616",1,"",""
"1608",7,1,4,5,4,1,1993,111,18,3,6,"0","chicago","60632",1,"55000",""
"1609",7,2,1,3,4,1,1987,187,27,4,6,"2","Chicago","60616",2,"30,000",""
"1610",7,1,4,4,3,1,1995,187,19,4,5,"0","Chicago","60652",2,"152000",""
"1611",7,2,4,4,4,2,1996,187,16,2,4,"1","Chicago","60616",1,"40000",""
"1612",7,1,1,7,1,2,1994,187,14,1,6,"0","Orland Park","60462",1,"125,000",""
"1613",7,1,4,3,4,2,1979,187,10,1,5,"20","chicago","60657",1,"50000",""
"1614",7,1,1,2,4,1,1993,85,22,5,4,"5","kingston","",1,"140,000",""
"1615",7,2,5,6,2,2,1965,187,50,4,4,"50","Chicago","60620",1,"40000",""
"1616",7,2,1,3,3,2,1994,87,18,1,4,"3","Bridgeview","60455",1,"25000",""
"1617",7,2,6,6,2,2,1965,187,50,4,4,"50","Chicago","60620",1,"40,000",""
"1618",7,2,5,4,0,NA,0,0,0,0,NA,"","","",0,"",""
"1619",7,1,4,4,4,2,1988,78,27,5,6,"couple of sensory research studies","Chicago","60606",1,"100000+",""
"1620",7,2,2,1,4,1,1995,36,14,2,4,"1","Chicago","60173",1,"40000",""
"1621",7,2,5,5,2,2,1994,187,20,1,6,"5","Chicago","60608",1,"150,000",""
"1622",7,1,6,3,4,1,1993,36,4,2,3,"4","chicago","60616",1,"$20000",""
"1623",7,1,2,2,4,1,1993,187,22,3,5,"4","Chicago","60616",1,"100,000",""
"1624",7,1,6,2,5,1,1993,187,22,3,4,"0","Chicago","60616",1,"60000",""
"1625",7,2,4,4,4,1,1994,36,10,2,6,"100+","Chicago","60616",1,"30000",""
"1626",7,1,4,4,2,1,1992,187,22,4,4,"3","Chicago","60629",1,"40,000",""
"1627",7,2,5,5,1,2,1996,187,18,1,6,"10","Chicago","60616",1,"200,000",""
"1628",7,1,4,5,4,1,1992,104,15,2,5,"2","Kuala Lumpur","57000",1,"10000",""
"1629",7,1,1,7,2,2,1991,187,20,2,3,"2","Chicago","60608",1,"120000",""
"1630",7,2,4,3,3,1,1994,78,9,2,5,"0","chicago","60607",1,"",""
"1631",7,1,5,5,6,1,1992,187,22,5,5,"4","Chicago","60016",1,"100000",""
"1632",7,1,4,4,4,2,1992,111,13,3,1,"6","Chicago","60642",2,"8000",""
"1633",7,1,6,5,4,1,1996,137,12,1,4,"20","Bridgeview","60455",1,"40000",""
"1634",7,1,7,4,4,1,1994,78,15,2,5,"1","Chicago","60607",1,"35000",""
"1635",7,2,6,6,4,1,1994,118,10,2,5,"5","Chicago","60616",1,"",""
"1636",7,2,3,3,3,1,1994,187,21,1,5,"1","Burr Ridge","60527",1,"",""
"1637",7,1,4,3,2,1,1994,111,20,3,5,"1","Chicago","60616",2,"60",""
"1638",7,2,7,7,2,1,1996,187,19,4,4,"5","Chicago","60623",2,"120000",""
"1639",7,1,4,4,4,1,1995,187,19,1,6,"6","New London","6320",1,"0",""
"1640",7,1,2,4,5,1,1995,36,17,2,3,"0","Chicago","60616",1,"100,000",""
"1641",7,2,1,6,1,2,1993,187,13,3,2,"2","Chicago","60623",1,"20000",""
"1642",7,2,4,4,4,1,1992,37,4,3,4,"4","Chicago","60616",1,"50000",""
"1643",7,2,4,5,4,2,1990,78,23,2,3,"1","Chicago","60616",1,"60000",""
"1644",7,2,5,6,4,1,1992,187,22,1,4,"1","Chicago","60652",2,"$25,000",""
"1645",7,2,2,4,4,1,1993,36,3,2,4,"5","Chicago","60616",1,"",""
"1646",7,1,6,5,2,1,1994,187,0,4,4,"2","Chicago","60616",1,"13000",""
"1647",7,1,7,4,4,2,1994,187,16,2,6,"many","oak forest","",1,"80,000",""
"1648",7,2,3,6,3,2,1996,187,18,3,2,"0","Chicago","60618",2,"38,000",""
"1649",7,2,4,5,4,2,1979,187,10,1,5,"20","chicago","60657",1,"50000",""
"1650",7,1,2,5,4,2,1995,187,19,3,1,"3","Chicago","60632",1,"30000",""
"1651",7,2,3,4,4,1,1994,187,20,3,3,"2","Chicago","60622",1,"45000",""
"1652",7,1,5,4,4,1,1995,187,19,3,1,"0","Chicago","60639",1,"40,000",""
"1653",7,1,7,2,6,1,1972,187,43,4,5,"6","Chicago","60617",1,"10,000.00",""
"1654",7,2,4,4,4,2,1992,36,10,2,4,"3","Chicago","60616",1,"10000",""
"1655",7,1,5,5,4,1,1995,187,20,2,4,"5","Chicago","60616",1,"160,000",""
"1656",7,1,4,5,4,1,1995,187,19,3,1,"4","Chicago","60633",1,"50000",""
"1657",7,2,4,4,1,2,1992,187,22,6,1,"0","Chicago","60616",1,"10,000",""
"1658",7,2,4,5,4,1,1995,137,12,1,3,"2","chicago","",1,"idk",""
"1659",7,1,5,4,4,2,1993,36,13,2,5,"5","Chicago","60616",1,"30000",""
"1660",7,2,4,5,1,1,1991,187,23,1,6,"6","Chicago","60615",1,"",""
"1661",7,2,4,5,4,2,1993,36,13,2,5,"4","Chicago","60616",1,"30000",""
"1662",7,1,4,5,1,2,1993,187,21,1,4,"03-May","Roselle","60172",1,"70000",""
"1663",7,2,6,4,3,1,1995,22,18,1,4,"3","Chicago","60616",1,"40000",""
"1664",7,2,2,2,6,1,1995,187,19,1,4,"1","Frankfort","60423",1,"$150,000",""
"1665",7,1,4,5,2,1,1995,111,15,3,2,"6","chicago","60626",2,"25,000",""
"1666",7,2,4,4,4,1,1994,187,20,2,2,"1","Chicago","60608",1,"",""
"1667",7,1,7,4,4,2,1995,6,20,4,3,"10","Chicago","60616",1,"40,000",""
"1668",7,1,7,2,4,2,1985,187,29,1,3,"3","Chicago","60608",1,"",""
"1669",7,2,6,5,1,1,1986,187,28,1,6,"10","Santa Barbara","93117",1,"$120,000",""
"1670",7,1,3,3,4,1,1996,78,14,2,4,"Some","naperville","60565",1,"60000",""
"1671",7,1,4,5,4,1,1996,162,11,2,5,"0","Chicago","60616",1,"500000",""
"1672",7,1,5,6,3,1,1994,187,20,3,2,"3","Chicago","60455",1,"13000",""
"1673",7,2,4,4,2,2,1996,187,18,1,6,"4","Arlington Heights","60004",1,"80000",""
"1674",7,2,4,5,4,2,1992,111,10,3,4,"0","Plainfield","60544",1,"44000",""
"1675",7,1,4,3,3,1,1995,187,20,4,5,"0","Chicago","60652",2,"152000",""
"1676",7,2,2,3,3,2,1989,187,30,3,5,"3","Chicago","60616",1,"N/A",""
"1677",7,1,4,4,4,1,1992,187,20,3,1,"5","Chicago","60651",2,"25,000",""
"1678",7,2,4,4,5,2,1992,0,22,4,5,"3","Chicago","60620",1,"40,000",""
"1679",7,2,4,3,4,1,1995,187,19,3,4,"0","Chicago","60616",2,"60000",""
"1680",7,1,3,2,2,1,1994,187,15,5,3,"4","Chicago","60616",1,"30000",""
"1681",7,2,6,6,1,2,1987,187,27,1,5,"100+","Santa Barbara, CA","93117",1,"100,000",""
"1682",7,1,5,4,4,1,1993,41,18,4,4,"0","Chicago","60616",2,"I don't know",""
"1683",7,1,4,4,4,1,1994,187,21,4,6,"2","Chicago","60616",2,"10000",""
"1684",7,2,5,6,2,2,1965,187,50,4,4,"52","Chicago","60620",1,"40,000.00",""
"1685",7,1,6,2,4,2,1995,187,19,4,4,"Around 7-8","Chicago","60644",1,"$35,000",""
"1686",7,2,1,1,4,2,1994,111,16,3,4,"6","Chicago","60616",2,"40000",""
"1687",7,2,4,4,4,1,1985,78,27,5,4,"3","Chicago","60612",1,"125000",""
"1688",7,2,4,5,6,1,1994,187,20,1,5,"1","Harwood Heights","60706",1,"$40,000",""
"1689",7,1,6,4,3,1,1996,126,19,4,5,"0","Chicago","60615",1,">$70000",""
"1690",7,2,4,4,4,2,1996,187,16,1,6,"4","Elmhurst","60126",1,"80,000",""
"1691",7,1,4,6,7,1,1997,78,16,5,6,"6","Chicago","60616",1,"150,000",""
"1692",7,1,6,3,2,2,1996,187,18,5,6,"2","Lincolnshire","60069",1,"400000",""
"1693",7,1,4,3,4,2,1993,162,4,2,4,"0","","",2,"",""
"1694",7,2,5,5,2,1,1992,187,22,2,3,"4","Bartlett","60103",2,"70,000",""
"1695",8,1,7,2,NA,2,1990,61,24,NA,NA,"4","Orsay","91400",1,"25000",""
"1696",8,2,5,3,NA,1,1992,61,0,NA,NA,"une dizaine","paris","75011",1,"70000euros",""
"1697",8,2,7,7,NA,2,1991,61,23,NA,NA,"30","Paris","75010",1,"",""
"1698",8,2,3,4,NA,2,1984,61,31,NA,NA,"beaucoup","valence","26000",1,"22000",""
"1699",8,2,5,7,NA,1,1996,61,19,NA,NA,"0","paris","75017",1,"",""
"1700",8,1,7,5,NA,2,1995,61,19,NA,NA,"5","Corbeil","91100",1,"19945",""
"1701",8,1,7,3,NA,2,1995,61,19,NA,NA,"6 ou 7","Paris","75000",1,"",""
"1702",8,2,4,5,NA,2,1992,61,22,NA,NA,"8","PARIS","75014",1,"60000",""
"1703",8,1,5,3,NA,2,1988,61,0,NA,NA,"14","SAINT DENIS","93200",1,"35000",""
"1704",8,2,3,5,NA,2,1987,61,27,NA,NA,"15","vincennes","94300",1,"2400",""
"1705",8,2,4,5,NA,2,1986,61,28,NA,NA,"42","Vanves","92170",1,"15000",""
"1706",8,1,3,4,NA,1,1991,61,24,NA,NA,"4","Meudon","92190",1,"40000",""
"1707",8,1,5,4,NA,2,1993,27,21,NA,NA,"3","vitry sur seine","94400",2,"25000",""
"1708",8,1,3,3,NA,2,1984,61,30,NA,NA,"20","ST CYR L ECOLE","78210",1,"40000",""
"1709",8,1,1,7,NA,2,1995,61,0,NA,NA,"5","Paris","75011",1,"144000",""
"1710",8,2,3,3,NA,2,1991,61,24,NA,NA,"10","Paris","75005",1,"25 000",""
"1711",8,2,5,5,NA,2,1994,61,20,NA,NA,"3","Orry la Ville","60560",1,"45000",""
"1712",8,2,1,1,NA,NA,NA,NA,NA,NA,NA,"0","Alfortville","94140",1,"53000",""
"1713",8,2,3,4,NA,2,1993,61,22,NA,NA,"8","Paris","75005",1,"38000",""
"1714",8,1,2,5,NA,2,1995,61,19,NA,NA,"07-Aug","Vitry Sur Seine","94400",1,"11000",""
"1715",8,2,4,5,NA,2,1993,61,21,NA,NA,"2","Clamart","92140",1,"20 000",""
"1716",8,2,5,4,NA,1,1991,61,24,NA,NA,"0","Paris","75017",1,"60000",""
"1717",8,2,5,5,NA,2,1992,61,0,NA,NA,"10","Lyon","69007",1,"10 000",""
"1718",8,1,5,4,NA,1,1993,61,22,NA,NA,"0","Paris","75015",1,"40000",""
"1719",8,1,3,3,NA,2,1991,61,24,NA,NA,"au moins 14","Paris","75013",1,"?",""
"1720",8,2,3,3,NA,1,1991,61,24,NA,NA,"4","garges-les-gonesse","95140",1,"23000",""
"1721",8,1,4,4,NA,1,1992,61,22,NA,NA,"","BAGNOLET","93170",1,"",""
"1722",8,1,3,5,NA,1,1986,61,29,NA,NA,"10","Paris","75018",1,"11000",""
"1723",8,1,2,6,NA,1,1993,61,22,NA,NA,"20","Paris","75019",1,"60000",""
"1724",8,2,3,5,NA,2,1991,61,24,NA,NA,"une dizaine","Paris","75006",1,"12 000 euros",""
"1725",8,2,5,3,NA,2,1990,61,24,NA,NA,"5","PARIS","75018",1,"21000",""
"1726",8,2,5,6,NA,1,1994,61,21,NA,NA,"3","Paris","75011",1,"50000",""
"1727",8,1,4,5,NA,1,1989,61,25,NA,NA,"0","Argenteuil","95100",1,"",""
"1728",8,1,4,4,NA,2,1993,61,21,NA,NA,"pas mal","paris","75020",1,"nsp",""
"1729",8,1,2,5,NA,2,1989,61,0,NA,NA,"07-Aug","Montrouge","92120",1,"70-90 k",""
"1730",8,1,2,6,NA,2,1984,61,30,NA,NA,"8","PARIS","75000",1,"8000",""
"1731",8,1,5,3,NA,1,1994,61,21,NA,NA,"","Vandoeuvre-l̬s-Nancy","54500",0,"",""
"1732",8,1,7,4,NA,1,1985,61,29,NA,NA,"10","vigneux sur seine","91270",1,"25000",""
"1733",8,1,4,2,NA,1,1990,3,2,NA,NA,"20","Paris","75017",1,"10000",""
"1734",8,1,4,4,NA,2,23,61,23,NA,NA,"10","Le Kremlin-Bic̻tre","94270",1,"30000",""
"1735",8,1,4,5,NA,1,1992,61,20,NA,NA,"20","Vitry-sur-Seine","94400",1,"25000",""
"1736",8,1,5,5,NA,2,1995,61,19,NA,NA,"3","lognes","77185",1,"35000",""
"1737",8,1,4,5,NA,2,1994,61,20,NA,NA,"12","Paris","75017",1,"37000",""
"1738",8,2,5,7,NA,2,1994,61,19,NA,NA,"7","Le Perreux sur Marne","94170",1,"100000",""
"1739",8,2,3,5,NA,1,1995,61,19,NA,NA,"Vingtaine","ORLY","94310",1,"",""
"1740",8,1,3,6,NA,2,1994,61,21,NA,NA,"22","paris","75014",1,"25000",""
"1741",8,2,6,5,NA,1,1993,61,21,NA,NA,"12","paris","75013",1,"33000",""
"1742",8,2,3,5,NA,2,1994,61,21,NA,NA,"12","Malakoff","92240",1,"24 000",""
"1743",8,2,3,3,NA,2,1995,61,19,NA,NA,"7","Paris","75020",2,"",""
"1744",8,2,4,1,NA,1,1990,61,25,NA,NA,"50","cachan","94230",1,"5000euros",""
"1745",8,1,7,6,NA,1,1988,61,24,NA,NA,"9","PARIS","75020",1,"15000",""
"1746",8,2,6,5,NA,2,1991,61,23,NA,NA,"10","PARIS","75014",1,"6000",""
"1747",8,2,5,6,NA,NA,NA,NA,15,NA,NA,"11","Vitry sur seine","94400",1,"35000",""
"1748",8,1,6,5,NA,NA,NA,NA,NA,NA,NA,"","","",0,"",""
"1749",8,2,6,6,NA,1,1990,61,25,NA,NA,"Entre 5 et 10","Paris","75000",1,"30000",""
"1750",8,1,5,4,NA,1,1994,45,15,NA,NA,"Une vingtaine","Paris","75005",1,"30 000 euros",""
"1751",8,1,4,3,NA,1,1996,61,18,NA,NA,"3","paris","75017",1,"9800",""
"1752",8,2,5,5,NA,2,1990,61,24,NA,NA,"2","Paris","75000",1,"40000",""
"1753",8,2,3,5,NA,2,1995,61,19,NA,NA,"7","villiers le bel","95400",1,"50000",""
"1754",8,2,4,5,NA,2,1986,196,15,NA,NA,"","Sevran","93270",1,"",""
"1755",8,2,2,3,NA,2,1990,61,24,NA,NA,"27","Paris","75015",1,"18000",""
"1756",8,2,5,3,NA,2,1991,61,23,NA,NA,"5","Antony","92160",1,"48000",""
"1757",8,2,1,1,NA,2,1992,61,23,NA,NA,"23","Paris","75006",1,"40000",""
"1758",8,1,4,3,NA,2,1992,61,22,NA,NA,"10","Paris","75005",1,"50000",""
"1759",8,1,5,3,NA,1,1991,61,24,NA,NA,"6","Paris","75016",1,"37000",""
"1760",8,2,6,5,NA,2,1990,61,25,NA,NA,"9","Paris","75014",1,"42 000",""
"1761",8,1,1,7,NA,1,1988,61,25,NA,NA,"10","paris","75014",1,"60000",""
"1762",8,1,4,4,NA,1,1990,61,24,NA,NA,"Quelques dizaines","Paris","75014",1,"Aucune idee",""
"1763",8,2,6,6,NA,1,1992,61,0,NA,NA,"6","Yerres","91330",1,"50000",""
"1764",8,2,7,6,NA,2,1991,61,0,NA,NA,"une bonne dizaine","Paris","75018",1,"25000",""
"1765",8,2,5,3,NA,2,1995,61,19,NA,NA,"7","Paris","75006",1,"48000",""
"1766",8,1,4,5,NA,2,1996,61,19,NA,NA,"4","paris","75003",1,"50 000",""
"1767",8,1,2,6,NA,2,1994,61,21,NA,NA,"3","Maisons-Laffitte","78600",1,"29 000",""
"1768",8,2,2,5,NA,2,1992,61,22,NA,NA,"4","ivry sur seine","94200",1,"1400",""
"1769",8,2,1,4,NA,2,24,61,24,NA,NA,"","92600","ASNIER",1,"18000",""
"1770",8,2,7,1,NA,2,1991,61,23,NA,NA,"10","paris","75018",1,"60000",""
"1771",8,2,3,4,NA,2,1991,61,0,NA,NA,"au moins 15","argenteuil","95100",1,"1000",""
"1772",8,1,6,6,NA,2,1994,3,20,NA,NA,"3","Paris","75011",1,"25000",""
"1773",8,2,5,4,NA,1,1994,61,18,NA,NA,"3","paris","75017",1,"38000",""
"1774",8,1,4,3,NA,2,1994,61,20,NA,NA,"11","montigny les cormeilles","95370",1,"40000",""
"1775",8,1,5,5,NA,2,1993,61,22,NA,NA,"7","pantin","93500",1,"26000",""
"1776",8,1,4,5,NA,1,1987,61,28,NA,NA,"27","vanves","92170",1,"20000",""
"1777",8,2,1,1,NA,2,1994,61,21,NA,NA,"5","soisy","95230",1,"/",""
"1778",8,2,4,4,NA,1,1994,61,20,NA,NA,"3","malakoff","92240",1,"30000",""
"1779",8,2,7,3,NA,1,1993,61,21,NA,NA,"2","Paris","75003",1,"24000",""
"1780",8,2,4,4,NA,1,1993,61,0,NA,NA,"5","PARIS","75014",1,"40000",""
"1781",8,2,5,5,NA,2,1993,61,21,NA,NA,"14","Paris","75015",1,"60000",""
"1782",8,2,3,6,NA,2,1995,61,20,NA,NA,"2","Coubron","93470",1,"50000",""
"1783",8,1,3,2,NA,2,1994,61,20,NA,NA,"5","Ivry sur Seine","94200",1,"22 500 euros",""
"1784",8,1,6,4,NA,1,1988,61,26,NA,NA,"6","paris","20",1,"18000",""
"1785",8,1,5,4,NA,NA,NA,NA,20,NA,NA,"1","Creteil","94000",1,"12 528",""
"1786",8,1,1,4,NA,2,1990,61,25,NA,NA,"8","Paris","75014",1,"sans objet",""
"1787",8,2,2,3,NA,2,1995,61,19,NA,NA,"20","Orsay","91400",1,"50000",""
"1788",8,1,5,1,NA,2,1990,61,24,NA,NA,"2","paris","75008",1,"30 000",""
"1789",8,2,6,4,NA,1,1987,116,20,NA,NA,"5","sait-ouen","93400",0,"",""
"1790",8,1,3,5,NA,2,1983,61,32,NA,NA,"9","Paris","75011",1,"19200",""
"1791",8,2,1,6,NA,1,1987,30,28,NA,NA,"6","PARIS","75011",1,"34000",""
"1792",8,2,4,4,NA,2,1991,61,23,NA,NA,"35","paris","75002",1,"26000",""
"1793",8,1,4,4,NA,2,1991,61,23,NA,NA,"15-20","Paris","75018",1,"50 000 euro",""
"1794",8,2,3,3,NA,1,1996,61,17,NA,NA,"0","Paris","75020",1,"21000",""
"1795",8,1,7,4,NA,2,1992,61,22,NA,NA,"30","La celle St cloud","78170",1,"",""
"1796",8,1,3,4,NA,1,1994,61,20,NA,NA,"2","Bobigny","93000",1,"25000",""
"1797",8,1,4,4,NA,1,1990,61,0,NA,NA,"+ de 30","Paris","75",1,"25000",""
"1798",8,1,4,4,NA,2,1991,61,23,NA,NA,"20","Athis-Mons","91200",1,"ne sais pas",""
"1799",8,2,4,4,NA,1,1995,61,19,NA,NA,"6","Montigny sur Loing","77690",1,"1000",""
"1800",8,1,4,4,NA,2,1993,61,22,NA,NA,"5","Grenoble","38000",1,"45000",""
"1801",8,1,2,5,NA,1,1995,61,20,NA,NA,"20","Paris","75005",1,"55 000",""
"1802",8,2,6,6,NA,2,21,61,21,NA,NA,"8","Gambais","78950",1,"60 000",""
"1803",8,2,4,4,NA,2,1994,61,20,NA,NA,"3","Saint-Denis","93200",1,"2968",""
