"","Gender","Treatment","Dice_report","Report_time","Happy","Loving","Tired","Calm","Gloomy","Fed_up","Sad","Content","The.ratio.between.the.dice.roll.and.the.possible.reward.is...","What.is.the.chance.that.you.will.get.the.reward.","My.dice.role.was.fully.anonymous.only.I.could.know.what.I.rolled.","Several.students.will.receive.a.monetary.reward.for.the.dice.under.cup.game.","Age","Native.language.dutch","Nationality.dutch","Education","Lively","Peppy","Caring","Drowsy","Nervous","Jittery","Grouchy"
"325",0,1,1,4.902,4,2,4,2,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",16,"Strongly believe","Do not believe",19,NA,NA,2,2,2,1,4,0,0,0
"326",0,0,2,9.565,1,0,4,0,2,1,2,0,"The reward (in euro) is two times the outcome of the dice roll.",2,"Believe","Believe",19,NA,NA,2,1,0,2,4,4,4,2
"327",0,0,3,11.622,2,2,4,2,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",6,"Strongly believe","Believe",19,NA,NA,2,2,1,4,2,1,1,0
"328",1,0,6,10.57,1,1,1,1,2,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Neutral",18,NA,NA,2,2,2,4,0,2,2,1
"330",1,0,1,8.552,2,2,2,4,2,2,2,0,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Neutral",18,NA,NA,2,2,2,2,4,0,1,1
"331",0,1,2,5.299,2,2,2,1,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly do not believe",18,1,1,2,2,2,2,1,1,1,1
"332",0,0,2,22.032,1,4,4,1,2,2,2,2,"The reward (in euro) is equal to the outcome of the dice roll.",11,"Strongly believe","Believe",19,NA,NA,2,1,1,4,2,1,2,0
"333",0,1,5,4.214,2,4,2,1,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",4,"Believe","Do not believe",19,NA,NA,2,2,1,4,2,1,1,0
"334",0,0,1,5.707,1,1,4,2,1,4,1,1,"The reward (in euro) is two times the outcome of the dice roll.",20,"Strongly believe","Strongly do not believe",20,1,1,2,1,1,1,4,0,1,2
"335",0,1,1,5.698,2,4,2,4,2,4,2,0,"The reward (in euro) is half of the outcome of the dice roll.",50,"Strongly believe","Neutral",20,NA,NA,2,0,0,4,1,0,0,4
"336",0,0,5,9.769,4,4,1,2,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",15,"Strongly believe","Believe",18,NA,NA,2,2,4,4,0,1,0,0
"337",1,1,2,5.804,2,2,2,4,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",25,"Do not believe","Neutral",18,NA,NA,2,1,1,2,2,0,0,0
"338",1,1,6,5.144,2,2,1,2,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Neutral",21,NA,NA,2,2,2,4,2,0,1,1
"339",0,1,6,5.208,2,2,2,2,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",100,"Believe","Neutral",19,NA,NA,2,2,2,2,2,2,2,1
"340",1,0,5,7.447,1,2,4,0,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",16,"Strongly believe","Neutral",21,NA,NA,2,1,0,2,4,0,0,0
"342",0,0,6,6.166,2,4,1,4,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Neutral",19,NA,NA,2,1,2,2,2,0,0,0
"343",1,0,6,7.593,2,4,2,4,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Do not believe",21,1,1,9,4,2,4,2,1,2,2
"344",0,0,1,9.622,1,1,1,0,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Neutral",18,NA,NA,2,2,2,1,0,0,0,0
"345",1,0,6,1.834,4,4,2,4,0,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",12,"Strongly believe","Neutral",20,NA,NA,2,2,2,2,4,0,0,0
"346",0,0,1,6.718,1,1,2,2,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",25,"Believe","Neutral",19,NA,NA,2,2,1,1,2,1,1,1
"348",0,1,2,5.893,2,4,4,4,2,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",18,"Believe","Neutral",18,NA,NA,2,1,1,4,4,1,1,0
"349",0,1,5,7.461,2,2,4,4,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",20,"Strongly believe","Neutral",19,NA,NA,2,2,1,2,2,0,1,1
"350",0,1,6,4.206,2,4,1,4,1,1,2,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Neutral","Neutral",19,NA,NA,2,2,2,4,1,0,2,1
"351",0,1,4,5.111,2,1,4,2,2,0,1,1,"The reward (in euro) is two times the outcome of the dice roll.",20,"Strongly believe","Neutral",20,NA,NA,2,2,2,1,1,1,2,0
"352",0,0,3,9.273,4,4,1,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly do not believe","Neutral",19,1,1,2,4,4,4,0,1,0,0
"353",1,1,1,3.759,2,4,2,4,2,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",20,"Believe","Believe",21,NA,NA,2,2,2,4,1,1,1,1
"354",0,1,4,5.513,4,2,4,2,1,0,2,2,"The reward (in euro) is two times the outcome of the dice roll.",13,"Believe","Neutral",18,NA,NA,3,1,1,2,2,0,0,0
"355",1,0,4,12.113,2,2,2,2,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Neutral","Do not believe",20,NA,NA,2,1,1,2,2,1,1,1
"356",0,0,4,6.585,1,2,1,2,2,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Believe",19,NA,NA,2,1,1,4,1,1,1,2
"358",0,1,5,1.776,2,2,1,2,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Believe","Believe",20,NA,NA,2,2,2,2,1,2,1,1
"359",1,1,1,3.588,2,4,2,4,0,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Strongly do not believe",21,NA,NA,2,2,4,1,2,0,0,2
"360",0,0,3,6.428,2,4,4,4,1,0,1,2,"The reward (in euro) is equal to the outcome of the dice roll.",30,"Strongly believe","Strongly believe",23,NA,NA,5,2,1,4,2,0,2,1
"361",0,0,2,6.437,4,4,0,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",13,"Strongly do not believe","Neutral",18,NA,NA,2,4,4,2,0,0,0,0
"362",0,0,6,13.966,2,4,2,4,1,1,1,2,"The reward (in euro) is equal to the outcome of the dice roll.",19,"Neutral","Do not believe",20,1,NA,2,2,2,4,2,0,1,0
"363",1,1,2,4.106,1,2,2,1,2,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Believe","Neutral",20,NA,NA,2,2,1,4,2,4,4,0
"364",0,1,2,5.109,4,4,4,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",19,"Strongly believe","Neutral",20,NA,NA,2,4,4,4,2,0,0,0
"365",0,0,6,13.332,2,1,2,4,0,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Neutral",19,NA,NA,2,1,1,1,2,1,1,0
"366",0,0,6,7.795,0,2,4,4,4,4,4,0,"The reward (in euro) is equal to the outcome of the dice roll.",12,"Strongly believe","Do not believe",19,1,1,2,0,0,2,4,4,2,4
"367",0,1,4,6.102,1,0,4,1,4,2,2,0,"The reward (in euro) is two times the outcome of the dice roll.",25,"Strongly believe","Believe",18,NA,NA,2,1,1,4,4,2,4,1
"368",0,0,1,5.345,2,4,2,4,1,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",30,"Strongly believe","Neutral",21,NA,NA,2,2,2,4,2,2,1,1
"369",0,1,6,7.723,1,2,1,4,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",8,"Strongly believe","Strongly do not believe",19,NA,NA,2,2,1,2,1,0,1,1
"371",0,0,6,2.212,2,4,2,2,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",60,"Strongly believe","Believe",19,NA,NA,2,2,2,2,4,0,0,0
"372",0,1,3,1.105,2,2,2,2,0,0,2,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Neutral","Neutral",18,NA,NA,2,4,4,4,0,2,0,0
"373",1,1,6,5.25,2,4,2,2,2,1,2,2,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly do not believe",19,NA,NA,2,2,2,1,2,1,1,2
"374",1,1,3,1.586,2,4,4,4,2,4,2,0,"The reward (in euro) is equal to the outcome of the dice roll.",0,"Neutral","Neutral",30,1,1,3,1,1,4,4,0,1,1
"375",0,1,1,5.893,1,0,0,0,2,4,2,1,"The reward (in euro) is two times the outcome of the dice roll.",0,"Neutral","Do not believe",17,NA,NA,2,2,2,4,1,2,2,0
"376",0,0,3,6.937,2,4,2,2,2,2,2,0,"The reward (in euro) is two times the outcome of the dice roll.",25,"Believe","Neutral",20,NA,NA,2,1,2,4,2,2,2,1
"377",0,1,1,6.683,2,2,2,2,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Strongly believe",22,NA,NA,2,2,2,4,2,1,0,0
"378",1,0,1,7.641,2,2,2,4,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",17,"Strongly believe","Do not believe",19,1,1,2,1,1,2,2,0,1,1
"379",0,0,6,8.371,2,2,2,4,1,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Neutral",19,NA,NA,2,0,1,4,4,0,0,0
"380",0,1,5,6.018,1,2,1,2,2,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Neutral",28,NA,NA,5,2,2,2,1,1,1,1
"381",0,1,5,4.03,1,4,2,1,2,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",20,"Strongly believe","Believe",18,NA,NA,2,1,2,4,2,4,2,2
"383",1,1,6,6.224,2,2,1,4,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",20,"Believe","Do not believe",18,1,1,2,2,2,2,1,0,0,0
"384",0,0,4,8.865,1,4,4,1,2,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",16,"Believe","Believe",22,NA,NA,3,0,0,4,4,2,2,2
"385",1,1,5,6.465,1,4,4,0,1,4,1,1,"The reward (in euro) is two times the outcome of the dice roll.",12,"Neutral","Neutral",20,NA,NA,2,2,2,4,4,4,1,1
"386",1,0,2,13.044,2,2,2,1,1,2,1,1,"The reward (in euro) is equal to the outcome of the dice roll.",10,"Neutral","Believe",18,NA,NA,2,2,2,4,2,2,2,1
"387",0,1,5,2.386,4,4,4,0,0,0,0,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Strongly believe",19,NA,NA,2,2,2,4,4,4,2,1
"388",1,0,2,13.524,1,2,1,2,2,4,2,1,"The reward (in euro) is two times the outcome of the dice roll.",100,"Believe","Strongly do not believe",28,NA,NA,2,1,1,2,1,0,1,1
"389",0,1,3,4.578,2,2,2,4,2,4,2,1,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Strongly believe",19,NA,NA,5,1,1,2,2,0,0,2
"390",1,0,4,9.384,2,2,2,1,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",14,"Do not believe","Do not believe",22,1,1,2,2,4,4,2,2,2,1
"391",0,1,2,4.998,4,4,2,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Do not believe",18,NA,NA,2,1,2,4,2,0,0,0
"392",0,1,4,5.675,0,0,4,0,4,4,4,4,"The reward (in euro) is equal to the outcome of the dice roll.",50,"Strongly believe","Strongly do not believe",19,NA,NA,2,0,0,0,4,4,4,4
"393",1,0,3,6.895,4,2,4,2,0,1,2,2,"The reward (in euro) is two times the outcome of the dice roll.",0,"Strongly believe","Strongly do not believe",19,1,1,3,2,4,2,2,1,4,0
"394",0,1,5,3.862,2,4,4,1,2,1,2,1,"The reward (in euro) is two times the outcome of the dice roll.",40,"Believe","Believe",18,1,1,2,1,2,4,2,2,2,2
"395",1,0,6,2.228,4,4,1,4,0,2,0,4,"The reward (in euro) is two times the outcome of the dice roll.",1,"Neutral","Believe",19,1,1,1,4,2,2,2,0,0,0
"396",0,1,3,3.633,4,4,2,1,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Do not believe","Believe",18,NA,NA,2,2,2,4,2,0,1,1
"397",0,0,2,8.202,1,1,2,4,0,2,0,1,"The reward (in euro) is two times the outcome of the dice roll.",12,"Neutral","Strongly believe",20,NA,NA,2,2,2,2,0,0,2,0
"398",0,0,5,19.246,2,2,4,1,2,0,1,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Do not believe",18,NA,NA,2,1,1,2,4,4,2,0
"399",1,1,5,5.068,4,4,0,1,0,0,0,1,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Strongly do not believe",26,1,1,3,4,2,2,1,0,1,1
"400",0,1,6,5.431,4,4,2,4,2,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Neutral",18,NA,NA,2,1,1,4,4,2,4,1
"401",0,0,1,13.171,2,2,1,2,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",3,"Strongly believe","Do not believe",20,1,1,2,2,2,2,2,0,0,0
"402",0,0,5,1.949,4,4,1,1,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Strongly believe",19,NA,NA,3,4,4,4,1,0,1,0
"403",0,1,6,6.585,2,2,2,2,1,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",6,"Strongly believe","Neutral",19,1,1,2,1,1,1,2,1,0,0
"404",0,0,6,1.877,4,4,1,4,0,1,1,4,"The reward (in euro) is two times the outcome of the dice roll.",4,"Strongly believe","Strongly do not believe",22,1,1,5,4,4,4,1,1,1,1
"405",0,0,6,1.946,4,4,2,0,1,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",83,"Strongly believe","Believe",18,NA,NA,2,2,4,4,1,2,1,1
"406",0,1,6,5.782,1,1,4,4,0,2,0,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Believe",18,NA,NA,2,1,0,2,2,0,0,1
"407",0,1,4,5.743,4,4,2,1,1,2,1,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Neutral",18,1,1,2,1,1,4,2,2,1,1
"408",0,0,2,8.599,0,0,4,2,2,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",51,"Neutral","Believe",18,NA,NA,2,0,0,0,2,1,1,2
"409",0,1,3,5.001,2,4,2,4,2,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",5,"Believe","Do not believe",20,1,1,2,2,1,4,2,0,1,2
"410",0,1,1,6.195,2,1,2,4,1,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",31,"Strongly believe","Do not believe",19,NA,NA,2,0,1,2,2,0,1,2
"411",1,1,3,5.712,4,1,0,4,2,0,1,4,"The reward (in euro) is equal to the outcome of the dice roll.",70,"Believe","Neutral",19,NA,NA,2,2,2,2,1,0,1,0
"412",0,0,6,5.534,4,4,4,4,1,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",23,"Believe","Do not believe",19,NA,NA,2,1,2,4,2,0,0,0
"413",0,1,3,7.992,4,2,2,4,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",20,"Believe","Do not believe",19,NA,NA,2,4,4,2,1,0,0,1
"414",1,0,2,8.191,2,4,2,4,0,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",30,"Neutral","Neutral",21,NA,NA,2,2,4,4,2,0,0,0
"415",1,1,4,5.864,2,4,2,1,2,4,2,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Do not believe",39,NA,NA,8,1,1,4,2,2,2,0
"416",0,0,4,2.379,0,2,2,1,2,2,4,1,"The reward (in euro) is two times the outcome of the dice roll.",15,"Strongly believe","Believe",24,NA,NA,5,1,1,4,2,4,2,2
"417",0,0,1,12.323,2,1,1,4,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Strongly do not believe",18,NA,NA,2,2,2,4,1,0,0,0
"418",0,0,1,2.827,2,4,2,1,0,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",6,"Strongly believe","Believe",19,NA,NA,2,4,4,4,1,0,1,0
"419",0,0,3,2.098,2,4,2,4,0,1,0,2,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Believe",20,NA,NA,2,2,2,4,2,0,0,0
"420",0,0,4,9.639,2,2,1,4,2,4,2,1,"The reward (in euro) is equal to the outcome of the dice roll.",20,"Do not believe","Neutral",20,NA,NA,2,2,2,4,1,1,2,2
"421",0,0,2,14.537,2,2,1,1,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Do not believe","Strongly do not believe",18,NA,NA,2,2,2,2,2,1,2,1
"423",0,1,6,4.423,4,4,0,4,0,1,0,4,"The reward (in euro) is two times the outcome of the dice roll.",90,"Strongly believe","Do not believe",18,1,1,2,4,4,4,0,0,0,0
"424",0,1,4,1.961,1,2,4,1,0,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Strongly believe",18,NA,NA,2,1,2,4,4,2,1,2
"425",1,1,6,4.531,1,2,1,1,2,1,1,0,"The reward (in euro) is two times the outcome of the dice roll.",5,"Believe","Do not believe",19,NA,NA,2,1,1,2,2,2,2,2
"426",1,0,2,7.554,1,1,4,4,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Do not believe",18,NA,NA,2,0,1,2,2,1,0,0
"427",0,0,5,7.066,4,4,2,2,0,0,0,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly do not believe","Believe",24,NA,NA,3,4,4,4,1,0,1,1
"428",1,0,5,3.508,4,4,2,4,0,1,0,4,"The reward (in euro) is two times the outcome of the dice roll.",33,"Strongly believe","Neutral",23,NA,NA,5,4,4,4,1,0,0,0
"429",0,0,3,5.931,4,4,2,4,1,2,0,4,"The reward (in euro) is two times the outcome of the dice roll.",9,"Strongly believe","Do not believe",21,NA,NA,3,2,2,4,2,0,0,0
"430",0,1,5,2.748,2,4,1,4,2,2,2,0,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Neutral",19,NA,NA,2,0,1,4,2,0,0,2
"431",0,0,3,7.992,2,2,4,2,1,1,1,1,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Believe",19,NA,NA,2,1,1,2,4,1,1,1
"432",1,0,1,12.909,2,2,4,4,0,2,0,1,"The reward (in euro) is two times the outcome of the dice roll.",5,"Do not believe","Neutral",20,1,1,2,2,1,2,2,0,1,1
"433",1,0,1,5.032,4,4,0,4,0,0,0,4,"The reward (in euro) is four times the outcome of the dice roll.",15,"Strongly believe","Believe",20,1,1,2,4,4,4,0,0,0,0
"434",0,0,2,2.191,1,2,1,4,1,2,1,2,"The reward (in euro) is equal to the outcome of the dice roll.",18,"Neutral","Believe",20,NA,NA,2,2,1,2,1,0,0,1
"435",0,0,5,30.647,2,2,2,1,2,2,2,2,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Do not believe",21,1,1,2,4,2,2,0,2,2,2
"436",0,1,5,4.061,0,0,4,0,1,1,0,0,"The reward (in euro) is two times the outcome of the dice roll.",8,"Strongly believe","Do not believe",19,NA,NA,3,1,1,0,2,2,2,0
"438",0,0,4,8.672,1,2,1,4,2,2,2,2,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Believe",19,NA,NA,2,2,1,2,1,0,0,1
"439",1,0,5,6.97,2,1,1,2,1,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",11,"Strongly believe","Strongly do not believe",18,NA,NA,2,2,1,2,0,2,4,2
"440",0,1,5,4.01,2,4,4,1,2,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Believe","Neutral",18,NA,NA,2,2,2,4,2,4,4,2
"441",0,0,6,12.024,2,2,2,1,2,2,0,2,"The reward (in euro) is two times the outcome of the dice roll.",23,"Strongly do not believe","Neutral",23,NA,NA,2,2,2,2,1,0,2,2
"442",0,0,5,5.052,2,2,4,2,0,0,0,0,"The reward (in euro) is two times the outcome of the dice roll.",1,"Strongly believe","Strongly do not believe",18,1,1,2,2,1,2,2,0,0,0
"443",0,0,4,9.551,2,4,2,2,2,4,2,2,"The reward (in euro) is two times the outcome of the dice roll.",4,"Believe","Strongly do not believe",18,NA,NA,2,2,2,4,2,0,0,0
"444",0,0,2,7.886,0,1,4,2,0,2,0,0,"The reward (in euro) is two times the outcome of the dice roll.",6,"Believe","Strongly do not believe",21,1,1,2,1,1,1,4,0,0,2
"445",0,1,5,3.602,2,2,2,2,1,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",3,"Believe","Do not believe",19,NA,NA,2,2,2,2,2,1,1,1
"446",0,0,4,9.51,2,2,2,4,0,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",40,"Strongly believe","Believe",25,NA,NA,2,1,1,2,4,0,0,2
"447",1,0,6,5.788,1,1,4,2,1,2,2,1,"The reward (in euro) is two times the outcome of the dice roll.",10,"Strongly believe","Do not believe",20,NA,NA,2,1,1,1,2,0,1,2
"448",1,1,2,5.966,1,1,4,4,2,2,1,1,"The reward (in euro) is two times the outcome of the dice roll.",100,"Strongly believe","Strongly do not believe",29,NA,NA,5,0,1,1,2,0,0,0
"449",1,0,4,8.597,2,2,2,2,0,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",15,"Strongly believe","Do not believe",20,NA,NA,2,4,4,2,2,0,1,1
"450",0,0,4,6.993,2,2,4,4,1,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",9,"Neutral","Do not believe",22,1,NA,2,0,0,2,2,0,0,2
"451",0,0,5,8.622,4,4,2,2,0,0,0,2,"The reward (in euro) is equal to the outcome of the dice roll.",50,"Strongly believe","Neutral",18,1,1,2,4,4,4,2,1,0,0
"452",0,1,5,4.429,2,2,2,4,0,1,0,2,"The reward (in euro) is equal to the outcome of the dice roll.",10,"Strongly believe","Neutral",21,NA,NA,2,2,2,2,2,0,0,0
"453",0,0,1,2.131,2,1,4,4,0,1,0,4,"The reward (in euro) is two times the outcome of the dice roll.",6,"Strongly believe","Neutral",20,NA,NA,2,1,1,1,4,0,0,0
"454",0,0,1,5.299,1,2,4,1,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",100,"Believe","Believe",18,NA,NA,2,1,1,4,2,4,2,1
"456",0,1,3,7.594,2,4,0,2,1,1,0,4,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Neutral",18,NA,NA,5,2,1,4,0,0,0,0
"457",0,0,1,91.677,4,4,2,2,1,1,1,4,"The reward (in euro) is two times the outcome of the dice roll.",3,"Strongly believe","Strongly believe",21,NA,NA,2,2,2,4,2,0,1,1
"458",1,1,2,6.161,4,2,2,4,2,1,1,2,"The reward (in euro) is two times the outcome of the dice roll.",2,"Strongly believe","Neutral",23,NA,NA,2,4,4,2,4,0,2,1
"459",0,1,6,5.821,2,1,4,2,0,0,1,2,"The reward (in euro) is two times the outcome of the dice roll.",50,"Strongly believe","Strongly believe",19,NA,NA,2,1,1,1,4,1,1,1
"460",1,1,1,5.836,4,2,1,1,0,0,0,4,"The reward (in euro) is two times the outcome of the dice roll.",5,"Strongly believe","Strongly believe",19,NA,NA,2,4,4,4,0,0,1,0
"461",0,0,3,7.282,2,2,2,2,0,0,0,1,"The reward (in euro) is two times the outcome of the dice roll.",2,"Believe","Strongly do not believe",19,1,1,2,1,1,2,2,0,0,0
